3V3-FEM,-19.8,-10.075000000000003,0.0, TESPOINT-SMD1.5MM, TESTPOINT-1.5MM
REG-EN,-16.8,-14.075000000000001,0.0, TESPOINT-SMD1.5MM, TESTPOINT-1.5MM
